,Denoised_y_Image,Final_Denoised_y_Image,Maxflow,y_Image
0,"[[1], [1]]","[[0], [1]]",0.916290731874,"[[0], [-1]]"
1,"[[1, 1], [1, 1]]","[[0, 0], [1, 1]]",1.83258146375,"[[0, -1], [-1, 1], [2, 3]]"
2,"[[1, 1], [0, 1]]","[[0, 0], [0, 1]]",2.3625778345,"[[0, -1, -1], [0, 1, -1], [2, 3, -1]]"
3,"[[1, 1, 1], [1, 1, 1]]","[[0, 0, 0], [1, 1, 1]]",3.6651629275,"[[0, 0, -1, -1], [-1, 0, 1, -1], [1, 2, 3, -1]]"
4,"[[1, 1, 1, 1], [1, 1, 1, 1]]","[[0, 0, 0, 0], [1, 1, 1, 1]]",4.58145365937,"[[0, 0, -1, -1, -1], [-1, 0, 1, 1, -1], [1, 2, 2, 3, -1]]"
5,"[[1, 1, 1, 1], [1, 1, 1, 1]]","[[0, 0, 0, 0], [1, 1, 1, 1]]",4.11145003013,"[[0, 0, -1, -1, -1, -1], [1, 0, 1, 1, -1, -1], [1, 2, 2, 3, -1, -1]]"
6,"[[0, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[[1, 0, 0, 0, 0], [1, 1, 1, 1, 1]]",6.027740762,"[[1, 0, 0, -1, -1, -1, -1], [-1, 1, 0, 1, 1, -1, -1], [0, 1, 2, 2, 3, -1, -1]]"
7,"[[0, 1, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1]]","[[1, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 1]]",7.44403149387,"[[1, 0, -1, 0, -1, -1, -1, -1], [-1, 0, 1, 0, 1, 1, -1, -1], [0, 1, 1, 2, 2, 3, -1, -1]]"
8,"[[0, 1, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1]]","[[1, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 1]]",6.97402786463,"[[1, 0, -1, 0, -1, -1, -1, -1, -1], [0, 0, 1, 0, 1, 1, -1, -1, -1], [0, 1, 1, 2, 2, 3, -1, -1, -1]]"
9,"[[0, 1, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1]]","[[1, 0, 0, 0, 0, 0], [0, 0, 1, 1, 1, 1]]",6.50402423538,"[[1, 0, 0, 0, -1, -1, -1, -1, -1, -1], [0, 0, 1, 0, 1, 1, -1, -1, -1, -1], [0, 1, 1, 2, 2, 3, -1, -1, -1, -1]]"
10,"[[0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1]]","[[1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 1]]",7.42031496726,"[[1, 1, 0, 0, 0, -1, -1, -1, -1, -1, -1], [0, -1, 0, 1, 0, 1, 1, -1, -1, -1, -1], [0, 0, 1, 1, 2, 2, 3, -1, -1, -1, -1]]"
11,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1, 1]]","[[1, 1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 1, 1]]",7.83660569913,"[[1, 1, 1, 0, -1, 0, -1, -1, -1, -1, -1, -1], [0, -1, 0, 1, 1, 0, 1, 1, -1, -1, -1, -1], [0, 0, 1, 1, 1, 2, 2, 3, -1, -1, -1, -1]]"
12,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1, 1]]","[[1, 1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 1, 1]]",7.36660206988,"[[1, 1, 1, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1], [0, 0, 0, 1, 1, 0, 1, 1, -1, -1, -1, -1, -1], [0, 0, 1, 1, 1, 2, 2, 3, -1, -1, -1, -1, -1]]"
13,"[[0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 1, 1, 1, 1, 1]]","[[1, 1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 1, 1]]",8.28289280176,"[[1, 1, 1, 0, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 0, 1, 1, 0, 1, 1, -1, -1, -1, -1, -1, -1], [0, 0, 1, 1, 1, 2, 2, 3, -1, -1, -1, -1, -1, -1]]"
14,"[[0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 1, 1, 0, 1, 1]]","[[1, 1, 1, 0, 1, 1, 0, 0], [0, 0, 0, 1, 1, 0, 1, 1]]",7.54030045027,"[[1, 1, 1, 0, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 0, 1, 1, 0, 1, 1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 1, 1, 1, 2, 2, 3, -1, -1, -1, -1, -1, -1, -1]]"
15,"[[0, 0, 0, 1, 1, 0, 0, 1, 1], [0, 0, 0, 1, 1, 0, 0, 1, 1]]","[[1, 1, 1, 0, 0, 1, 1, 0, 0], [0, 0, 0, 1, 1, 0, 0, 1, 1]]",7.95659118215,"[[1, 1, 1, 0, 0, -1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 0, 1, 1, 0, 0, 1, 1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 1, 1, 1, 1, 2, 2, 3, -1, -1, -1, -1, -1, -1, -1]]"
16,"[[0, 0, 0, 1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1]]","[[1, 1, 1, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1]]",8.87288191402,"[[1, 1, 1, 0, 0, -1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 1, 1, 1, 1, 2, 2, 2, 3, -1, -1, -1, -1, -1, -1, -1]]"
17,"[[0, 0, 0, 1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1]]","[[1, 1, 1, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1]]",8.40287828478,"[[1, 1, 1, 0, 0, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 1, 1, 1, 1, 2, 2, 2, 3, -1, -1, -1, -1, -1, -1, -1, -1]]"
18,"[[0, 0, 0, 1, 1, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1]]","[[1, 1, 1, 0, 0, 1, 1, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1]]",7.93287465553,"[[1, 1, 1, 0, 0, 1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 0, 1, 1, 0, 0, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 1, 1, 1, 1, 2, 2, 2, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]]"
19,"[[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1], [0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]]","[[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]]",8.8491653874,"[[1, 1, 1, 0, 0, 1, -1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]]"
20,"[[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1]]","[[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1]]",9.76545611928,"[[1, 1, 1, 0, 0, 1, -1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1]]"
21,"[[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1]]","[[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1]]",9.79545249003,"[[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]]"
22,"[[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1]]","[[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0], [0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1]]",9.82544886079,"[[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1], [0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]]"
